Tag Value,Owner Reputation,Owner User ID,Owner User Type,Owner Display Name,Is Answered,View Count,Answer Count,Score,Question ID,Last Activity Date,Gold Badges,Silver Badges,Bronze Badges
"html, accessibility, seo, semantics",307,5107874,registered,Zebda,False,21,2,-1,78075175,1709130947,0,2,8
"javascript, axios, base64, bunny",1,14683180,registered,mohammed hamdi,True,2049,1,0,72938647,1709130935,0,0,2
"node.js, opencv, ocr, tesseract, image-preprocessing",38,23351566,registered,Daniell,False,59,1,0,78060062,1709130929,0,0,4
"angular, primeng-calendar",8488,388388,registered,Developer,False,14,0,0,78075269,1709130923,4,13,30
"arrays, google-sheets, google-sheets-formula",9305,3181104,registered,Argyll,False,25,0,2,78075231,1709130922,3,11,23
vscode-remote,13,3550188,registered,Catcher,False,647,2,1,76936754,1709130917,0,0,4
"c#, json, .net-6.0, system.text.json, jsonserializer",67,4103768,registered,Clive Cauchi,True,84,1,1,78068965,1709130911,0,1,5
"angular, spring-boot, spring-security, cors, okta",35,7388509,registered,Jry,True,110,2,0,76839733,1709130906,0,1,4
"javascript, post, azure-durable-functions",1067,3540194,registered,SJT,False,3,0,0,78075265,1709130870,0,1,11
"c#, entity-framework-core, complextype",149,1412957,registered,Kyle Fuller,True,19,1,1,78075156,1709130867,0,1,10
"php, nginx, debian, nginx-reverse-proxy, nginx-location",7,23067127,registered,fynnpunkt,True,55,1,-2,77627943,1709130861,0,0,3
"sql, mysql, join",519,2378693,registered,Darren Gates,False,44,2,-1,78070897,1709130852,0,1,13
"c#, wpf, xaml, flowdocument, flowdocumentscrollviewer",7848,5740382,registered,Kiran Shahi,False,6,0,0,78075262,1709130850,5,13,35
"sql, sql-server",46,17725091,registered,Ryan Garvey,False,1329,1,1,70799781,1709130842,0,0,12
"swift, ubuntu, vapor",51,17821694,registered,Eress,True,34,1,-2,78071665,1709130826,0,1,11
"java, sql, testing, junit",442,7785589,registered,Luk&#225;š V&#225;clavek,True,36987,1,4,43747361,1709130822,1,2,9
"aws-lambda, alexa-skills-kit",11,3376695,registered,venksv,False,8,0,0,78075248,1709130769,0,0,2
"docker, nginx, docker-compose, dockerfile, cors",180,5310114,registered,Ram Budha,False,24,1,0,78018542,1709130758,0,1,10
kotlin,56631,3286489,registered,Elye,True,44,1,0,78074675,1709130733,6,14,29
"asp.net-core, .net-6.0",13,22749223,registered,Arpit Patel,False,9,0,0,78075193,1709130730,0,0,5
"c#, opengl, graphics, normals",105,10779469,registered,Boldar,False,22,0,0,78075132,1709130714,0,1,6
"arrays, c, csv, file, parsing",13,23486821,registered,blogh272819,True,108,2,1,78063969,1709130685,0,0,3
"ruby-on-rails, ruby, sass",3779,342978,registered,Syl,False,16,0,0,78075241,1709130673,1,6,21
"asp.net-mvc, asp.net-web-api",86,4717302,registered,Naga,False,757,1,-1,36556643,1709130666,1,1,9
"javascript, reactjs",1,22257910,registered,ramazanncelikk,False,13,0,-1,78075237,1709130649,0,0,1
"firefox, hosts",432,5934587,registered,Maarten,True,8417,7,12,58842319,1709130637,0,3,17
"javascript, xml, xmlhttprequest",31,11598437,registered,uwe85,False,23,0,0,78075186,1709130630,0,0,6
"python-3.x, python-3.8, pypi, pipenv, tensorflow2.x",2280,4805357,registered,SDG,True,12252,2,3,66556744,1709130627,1,4,24
sympy,3333,3869448,registered,Luca Thiede,True,24,1,0,78070279,1709130627,2,8,15
"python, c#, cluster-analysis, cosine-similarity",1,23484771,registered,user23484771,False,48,0,-2,78061546,1709130617,0,0,1
"asp.net-mvc, asp.net-web-api, owin",242,1814688,registered,goldii,False,65,1,0,40275250,1709130611,0,2,12
"redis, lua, redis-cluster",2563,1439122,registered,RRM,False,10,0,0,78075230,1709130594,0,8,19
"batch-file, cmd",23,19607920,registered,ItsSuperPlayz,True,38,1,0,78074259,1709130565,0,0,5
javascript,1779,317036,registered,solefald,True,2731,4,5,17254537,1709130556,1,5,15
"c++, qt, qt5, qimage, qtplugin",589,2380654,registered,Matz,False,32,0,-2,78028420,1709130543,1,4,15
"git, git-tag",15863,44747,registered,Brandon Fosdick,True,398278,12,1501,1028649,1709130542,3,4,11
"electron, vite",143,9750250,registered,Tyler Wanta,False,7,0,0,78075222,1709130542,0,0,10
"reactjs, spring-boot, oauth-2.0, keycloak, spring-cloud-gateway",125,14378221,registered,Yaphet17,True,769,1,0,76135691,1709130515,0,0,9
"windows, postgresql",3585,4168206,registered,AlexC,True,384516,11,140,27107557,1709130513,2,6,14
"sql-server, sql-server-2008-r2",2102,832705,registered,stackuser83,True,148335,6,65,15420235,1709130500,1,10,22
"swift, keyboard",36,19748796,registered,Ahsan Mehmood,False,4,0,0,78075217,1709130478,0,0,3
"ios, swift, background, refresh",29,13758866,registered,Sushi,True,742,2,1,64392937,1709130461,0,0,6
"c#, asp.net-core, asp.net-authorization",635,5914094,registered,Charles de M.,True,45,1,0,78041082,1709130445,1,3,14
"angular, chart.js",11,23454098,registered,usmdt,False,32,0,1,78069442,1709130412,0,0,3
"python, firebase, firebase-authentication, google-signin, pywebview",285,20999526,registered,George,False,452,3,7,75108533,1709130404,0,1,8
"excel, vba, unicode, codepages",688,4595909,registered,kitap mitap,False,75,0,1,78073237,1709130395,0,5,16
"asp.net-mvc, asp.net-web-api, authorize-attribute",15,7777969,registered,Kenneth Avecilla,True,5058,1,1,43201580,1709130392,0,1,5
"sql, relational-database, relationship, entity-relationship, rdbms",25,18208338,registered,ネイサン,False,37,0,-1,78064351,1709130386,0,0,4
"android, bottomnavigationview, android-architecture-navigation",145,10383958,registered,Awais Abbas,False,10,0,0,78075207,1709130386,0,0,9
"docker, docker-compose, window, hedera-hashgraph",1,23489817,registered,Hellofuturehellofuture,False,7,0,0,78075205,1709130374,0,0,1
"ruby-on-rails, jwt, app-store-connect",1438,8841412,registered,Beu,False,32,0,3,78073936,1709130363,0,4,15
"javascript, reactjs, ionic-framework, firebase-authentication, capacitor",78,19596490,registered,Ujang Aripin,False,12,0,0,78075201,1709130357,0,1,6
"asp.net-mvc, asp.net-web-api, authorize-attribute",15,7777969,registered,Kenneth Avecilla,True,5058,1,1,43201580,1709130392,0,1,5
"sql, relational-database, relationship, entity-relationship, rdbms",25,18208338,registered,ネイサン,False,37,0,-1,78064351,1709130386,0,0,4
"android, bottomnavigationview, android-architecture-navigation",145,10383958,registered,Awais Abbas,False,10,0,0,78075207,1709130386,0,0,9
"docker, docker-compose, window, hedera-hashgraph",1,23489817,registered,Hellofuturehellofuture,False,7,0,0,78075205,1709130374,0,0,1
"ruby-on-rails, jwt, app-store-connect",1438,8841412,registered,Beu,False,32,0,3,78073936,1709130363,0,4,15
"javascript, reactjs, ionic-framework, firebase-authentication, capacitor",78,19596490,registered,Ujang Aripin,False,12,0,0,78075201,1709130357,0,1,6
python,1,23440856,registered,user23440856,False,28,0,-3,78075165,1709130348,0,0,1
"javascript, html, google-sheets",1,23496986,registered,Nino Rodel Niebres,False,18,0,0,78075200,1709130347,0,0,1
".net, azure, asp.net-core, azure-web-app-service",23,21816604,registered,Ferri16,False,22,0,0,78075199,1709130345,0,0,5
"c#, asp.net, asp.net-mvc, asp.net-web-api",47,19457289,registered,Guru,False,127,1,0,75218913,1709130340,0,0,6
"vue.js, vuejs3",11709,1058398,registered,Scipion,False,662,1,0,69941331,1709130314,3,9,26
f#,11427,695498,registered,Thomas,False,17,0,-1,78075195,1709130308,2,7,21
"url, next.js, path, next.js14",1,12259971,registered,Geo,False,8,0,0,78075169,1709130291,0,0,2
"url, alias, codeigniter-4",1,9569874,registered,J. Robert West,False,25,1,0,78054473,1709130285,0,0,2
"javascript, reactjs, scroll, addeventlistener",252,10408020,registered,rd51,False,11,0,0,78075188,1709130284,1,4,11
"c#, twilio",2278,1546629,registered,shrekDeep,False,19,0,-1,78074738,1709130278,1,3,12
"reactjs, collections, expo, native, mutated",31,15899030,registered,Danil Poletaev,True,947,3,3,71786288,1709130266,0,0,5
"angular, spring, spring-security, keycloak, spring-cloud-gateway",389,21212553,registered,galalem,True,2394,2,3,75450268,1709130265,0,1,11
"apache-spark, amazon-s3, apache-spark-sql, amazon-emr",23,5883950,registered,beikern,True,36,2,0,78009761,1709130244,0,0,4
"c++, class, instance",1,11829216,registered,RatherB,False,49,0,-1,78074719,1709130241,0,0,1
"bash, unix, tail",699,1401823,registered,maskedjellybean,True,1092,2,3,66072055,1709130218,1,3,13
"r, dplyr, data-wrangling, rbind",436,7665848,registered,Sam,True,45,2,3,78075104,1709130192,0,3,16
"android, flutter, datepicker, material3",23,13318588,registered,Axolotl,False,37,1,0,78074755,1709130181,0,0,5
"automation, scripting, sap-gui",1,21249715,registered,BHUVANESHWARAN D,False,33,0,-1,78074088,1709130179,0,0,1
"apache-kafka, apache-kafka-connect, debezium, aws-msk",478,1678581,registered,goldsmit409,False,17,1,0,78065923,1709130176,0,2,14
"go, kubernetes, client-go, kubernetes-custom-resources",26750,633961,registered,guettli,True,75,1,1,77536450,1709130175,8,19,32
"javascript, android, react-native",5428,8618818,registered,Onyx,False,8,0,0,78075171,1709130173,2,4,13
"javascript, here-api",167,5275619,registered,Jean Alesi,True,1723,2,1,32361997,1709130164,0,2,9
"c#, .net, asp.net-core-webapi",11,15777697,registered,Seppe OK,False,20,0,0,78075130,1709130140,0,0,1
"ufw, mastodon, mastodon-py",2487,2986401,registered,aitor,False,3,0,0,78075157,1709130104,2,5,18
"python, mesh, scientific-computing, finite-element-analysis",3735,3904031,registered,uhoh,False,79,0,2,78055800,1709130103,3,8,26
"django, settings, testing, django-managers",89860,46914,registered,Soviut,True,109595,16,154,913549,1709130086,10,24,43
"c++, resharper, code-inspection",56489,480982,registered,Thomas Weller,True,32,1,0,78073663,1709130069,10,30,50
spreadsheetml,336,491499,registered,lschult2,False,90,2,2,77905392,1709130055,1,3,14
"amazon-ebs, nomad, csi",2615,115462,registered,jsharpe,True,99,2,2,76620988,1709130039,1,5,16
"kubernetes, airflow",197,12294404,registered,user12294404,False,950,1,6,77405009,1709130003,0,0,6
"authentication, spring-boot",357,4236580,registered,DanielC,True,3155,1,1,33556250,1709129985,1,2,8
"typescript, next.js13, react-typescript, livekit",29,21923692,registered,Mannu,True,40,3,2,78060693,1709129983,0,0,3
"large-language-model, google-cloud-vertex-ai, google-gemini",3336,1989579,registered,user60108,True,197,2,0,78010681,1709129982,2,7,17
"python, pandas, dataframe, generator, parquet",2402,1332656,registered,Alpha,True,5813,4,7,50755586,1709129981,2,7,13
"docker, nginx, docker-compose",2378,6372449,registered,feerlay,True,27861,6,73,48851190,1709129977,1,5,13
"python, tensorflow, keras, quantization, quantization-aware-training",11,14931049,registered,Ti Wize,False,10,0,0,78075142,1709129969,0,0,2
"spring, spring-boot, oauth-2.0, saml-2.0, spring-authorization-server",73,16946690,registered,wileecoyote,True,478,1,1,75235338,1709129960,0,0,7
"python-3.x, pytest, anaconda3, pytest-markers",9992,1667163,registered,Jonathan L,True,43240,7,50,60806473,1709129949,3,8,13
"git, github, visual-studio-code",4200,8229635,registered,Newaj,True,9820,2,4,65310815,1709129944,3,8,20
"python, class, object, python-3.x, pickle",4625,2837388,registered,hamidfzm,True,161199,9,99,20716812,1709129930,2,11,25
"spring-boot, kotlin, spring-security, auth0",663,4653234,registered,JFCorleone,True,571,2,0,76377564,1709129914,0,3,12
"docker, nginx, docker-compose, configuration, dns",53,20822851,registered,juanlazy,False,29,1,0,78065142,1709129908,0,0,6
"react-native, version, yarnpkg",1,23484826,registered,vaxne,False,17,0,0,78068764,1709129893,0,0,1
"node.js, docker, docker-compose, minio",160,15053625,registered,Mormen,True,1451,3,0,75704786,1709129886,0,0,11
"android, android-studio, jetbrains-ide",11107,68473,registered,Dan,False,8078,1,10,70280582,1709129886,3,10,20
"php, laravel, templates, phpword",1,23496902,registered,user23496902,False,29,0,-1,78074839,1709129866,0,0,1
"fonts, character-encoding, putty",3,2891066,registered,Etienne Begin,False,9,0,0,78075125,1709129843,0,0,3
"java, docker, testcontainers, k3s",1558,1026224,registered,Fabrizio Fortino,False,108,1,0,77257970,1709129832,1,6,18
html,306,8747772,registered,R.tbr,True,59,1,-8,48983275,1709129822,0,1,7
"vba, file, ms-access, save, report",3,14703270,registered,Avenir,True,1645,1,0,64997775,1709129816,0,0,2
"arm, embedded, interrupt, cortex-m",50,11017374,registered,rand0m_scr1pt_k1dd1e,False,24,1,0,78073287,1709129815,0,0,7
"c++, c++17, variadic-templates",10981,1794803,registered,ABu,True,241,2,2,78017740,1709129806,2,9,21
"r, parallel-processing, rstudio, jobs",3,22677866,registered,Dr-JH-o&#39;clock,True,14,1,0,78074715,1709129787,0,0,3
"reactjs, react-doc-viewer",15082,2172547,registered,Sunil Garg,False,9,0,0,78075123,1709129787,5,16,33
"python, pandas, dataframe, python-polars",101,16368259,registered,Guilherme Takata,True,70,2,3,78074479,1709129786,0,1,5
"linux, bash, go, rpm",1021,11264544,registered,moluzhui,False,44,1,0,78075055,1709129777,0,3,14
"sql, json, t-sql",1395,2874726,registered,Vereonix,False,160,1,1,73747945,1709129767,1,4,14
"azure-devops, azure-pipelines, azure-releases",21,16575732,registered,Huadara,False,9,0,0,78075116,1709129752,0,0,5
"kubernetes, kubernetes-helm",443,1734545,registered,Sushant Patekar,False,7,0,0,78074502,1709129749,1,2,12
"pagination, lektor",1,23497146,registered,Henry Strickland,False,4,0,0,78075114,1709129734,0,0,1
"linux, linux-device-driver, parrot-os",21,21651628,registered,DV Loper,False,10,0,0,78075113,1709129733,0,0,4
"bash, shell, unix, ssh, sftp",770913,548225,registered,anubhava,True,965298,15,230,5386482,1709129721,0,0,100
"windows, powershell, powershell-7.3",3570,5354229,registered,Nirmal Code,True,2056,2,12,74897569,1709129711,2,7,19
"java, drop-down-menu, command-line-interface",34447,927493,registered,J Fabian Meier,True,79,2,3,76493321,1709129693,7,19,39
"javascript, reactjs, typescript, validation, zod",171,8617201,registered,Sherif Awad,False,14,0,0,78075107,1709129686,0,2,10
python,1,23496991,registered,Beautiful DevsWorld,False,15,0,0,78075041,1709129679,0,0,1
"python, 3d, mesh, gmsh",1,23496655,registered,anuv,False,12,0,0,78074617,1709129678,0,0,1
"reactjs, node.js, console",1,23496151,registered,ziro,False,31,1,0,78074189,1709129676,0,0,2
"angular, oauth-2.0, spring-security-oauth2",3,6773292,registered,Kun-Hung Lin,True,959,1,-1,74616504,1709129668,0,0,3
"visual-studio, visual-studio-2017",11994,393280,registered,palswim,True,7641,3,24,46797701,1709129657,5,13,32
"javascript, html, css",11,5979765,registered,E.H.,True,62,2,1,35624681,1709129652,0,0,2
"quarkus, quarkus-native, quarkus-extension",1,18822485,registered,Hydra,False,3,0,0,78075101,1709129632,0,0,3
"c#, rest, asp.net-core, asp.net-core-webapi, .net-8.0",131,16274098,registered,Iaman Swtrse,True,71,1,1,78074676,1709129617,0,0,4
"excel, vba",13,9947337,registered,Andrei Calin,False,158,0,1,74462356,1709129598,0,0,4
"android, azure, visual-studio-app-center",1093,6655405,registered,Stelios Papamichail,False,229,1,0,73249251,1709129569,1,7,21
"python, oop, metaclass, python-class, python-datamodel",585925,9951,registered,Bite code,True,1160884,25,7358,100003,1709129558,10,20,35
python,1092,3332516,registered,Tamdim,True,120603,3,24,23979184,1709129548,1,5,17
"c#, .net, emgucv",34,3314011,registered,user3314011,False,452,1,0,60602780,1709129544,0,0,3
"css, magento",127,3510279,registered,user3510279,True,813,1,0,27314010,1709129543,0,1,8
"apache-kafka, apicurio-registry",357,9472203,registered,Mr. Discuss,False,6,0,0,78075093,1709129541,1,4,13
"graphql, strapi",605,14133683,registered,Marko B.,True,2340,7,7,71064148,1709129533,1,2,12
"bash, shell",2612,1617186,registered,NGix,True,28379,2,28,13671750,1709129532,2,5,17
"python, pyc",1544,520556,registered,striatum,False,60,0,-1,78066997,1709129526,1,4,16
"html, css, html-table, alignment",43394,1065,registered,kokos,True,2722240,19,3696,339923,1709129519,4,9,18
"css, magento",127,3510279,registered,user3510279,True,813,1,0,27314010,1709129543,0,1,8
"apache-kafka, apicurio-registry",357,9472203,registered,Mr. Discuss,False,6,0,0,78075093,1709129541,1,4,13
"graphql, strapi",605,14133683,registered,Marko B.,True,2340,7,7,71064148,1709129533,1,2,12
"bash, shell",2612,1617186,registered,NGix,True,28379,2,28,13671750,1709129532,2,5,17
"python, pyc",1544,520556,registered,striatum,False,60,0,-1,78066997,1709129526,1,4,16
"html, css, html-table, alignment",43394,1065,registered,kokos,True,2722240,19,3696,339923,1709129519,4,9,18
"python-3.x, langchain, py-langchain, qdrant, qdrantclient",313,10639469,registered,MDan,True,1867,3,3,76738106,1709129514,0,2,13
"c#, wpf, xaml, mvvm, gridview",11,23324510,registered,Bianca Trasca,False,47,0,1,78072888,1709129508,0,0,4
"python, exchangelib",121,15376013,registered,Leoncino,True,39,1,0,78027140,1709129480,0,0,4
".net, entity-framework, ubuntu, ubuntu-23.10",83,5307963,registered,Igor Evdokimov,False,13,0,0,78075089,1709129474,0,0,8
"python, visual-studio-code, indentation, github-codespaces",3634,3042018,registered,Robin Andrews,False,10,0,0,78075088,1709129464,2,6,23
"javascript, node.js, typescript, unit-testing, jestjs",1676,10440172,registered,Sufiane,True,99220,13,74,65554910,1709129460,1,7,15
"java, android-studio, permissions, location",23,16731303,registered,partizal,False,574,2,0,69842497,1709129456,0,0,6
"message, whatsapp, payload",221,8471149,registered,Kaushik Kumar Roy,True,11018,6,9,72322149,1709129452,1,2,6
"abap, sap-data-dictionary",573,7233394,registered,ekekakos,False,10756,2,1,46421984,1709129446,1,3,12
"excel, pivot-table, slicers, vba",11,7945593,registered,John,False,8219,1,1,43713537,1709129446,0,1,2
"c#, special-folders",3236,1015577,registered,Andrei Karcheuski,False,9402,4,3,27271478,1709129446,2,7,18
"asp.net, web-services, httpwebrequest, httpwebresponse",1495,2776571,registered,Pabitra Dash,False,11150,2,3,20674208,1709129446,1,6,16
"node.js, express, apache2",57,13199904,registered,Yash Burshe,False,14,0,0,78075083,1709129442,0,0,7
"android, google-play",1347,9235828,registered,skfp,True,192469,30,127,52507156,1709129425,2,3,5
"typescript, export, vite, bundle, type-declaration",3,23095703,registered,lmdulz,False,6,0,0,78075080,1709129416,0,0,2
"python, youtube-api, youtube-data-api",925,2731052,registered,Luka Krajnc,True,83,1,0,47392553,1709129412,1,3,15
"azure, azure-web-app-service, azure-front-door",17,22773578,registered,Lukas,False,58,0,0,78069927,1709129374,0,0,5
"javascript, html, css, scrollbar",185,17631451,registered,Eve Ninnall,False,162,1,-1,74309233,1709129374,0,2,16
angular,23,20320660,registered,Silo,False,25,1,0,78075019,1709129356,0,0,4
"file, go, byte",75,5130163,registered,Alex,True,10753,2,5,41755011,1709129349,1,1,6
"python, 3d, plotly, title, surface",11,23497009,registered,Christine,False,14,1,1,78074979,1709129332,0,0,1
ibm-midrange,866,255517,registered,abhinav singh,True,6703,2,1,2175649,1709129329,1,4,12
"r, machine-learning, xgboost, feature-selection, dalex",512,9218849,registered,Dexter1611,False,383,0,2,63619582,1709129317,1,2,11
"reactjs, next.js, next.js13, nextjs-image, nextjs-dynamic-routing",23,18367292,registered,Mahmoud Timoumi,False,24,1,0,78070328,1709129307,0,1,4
"python, numpy",1175,3171847,registered,andgeo,True,36129,4,69,21165751,1709129300,1,3,9
"reactjs, spring, oauth-2.0, spring-oauth2, spring-authorization-server",81,18781174,registered,loredon,True,2494,1,1,75784963,1709129296,0,0,6
"python, matplotlib",270,13757692,registered,Alex V.,False,59,2,1,78067054,1709129283,0,3,11
windows,679,1102747,registered,CloudAnywhere,False,9,0,0,78075071,1709129243,1,2,11
ruby-on-rails,552,538535,registered,Michael,True,1385,4,2,4456208,1709129243,1,2,10
"token, swap, solana, solana-web3js",27,23303080,registered,Nico Nico,False,128,1,-1,77926545,1709129213,0,0,2
winui-3,156,10368808,registered,Tommy,False,38,1,0,78074126,1709129209,0,1,8
"ios, xcode, swift",5895,4714492,registered,alexandresecanove,True,754015,86,542,29500227,1709129204,3,4,8
"django, rest, frameworks",151,5738816,registered,ron,True,3992,1,2,37088234,1709129199,0,1,6
"security, oauth-2.0",2442,1459161,registered,glethien,True,172,1,0,76977682,1709129191,1,7,17
"logging, electron, cypress",315,3544674,registered,Johannes Munk,True,84,3,1,78059134,1709129188,0,2,11
python,161,12504232,registered,Joseph arasta,False,509,1,1,61014934,1709129183,1,1,9
"python, machine-learning, deep-learning, pytorch, neural-network",29,17310839,registered,Felix Spiers,False,52,1,0,78070068,1709129177,0,0,5
"python, xlsxwriter",91,9915598,registered,bierpreis,False,798,1,2,64169709,1709129156,0,0,5
"flutter, firebase, firebase-realtime-database, nested-lists",511,6475586,registered,Ahmed El Sayed,False,36,1,0,78074760,1709129154,1,2,12
"django, google-api",11,7245540,registered,DmLitov4,False,128,1,0,42694922,1709129152,0,0,2
"java, spring, spring-boot, spring-data-jpa",83474,1194415,registered,membersound,False,41,1,-1,78043448,1709129146,3,15,29
"android, compilation, progress, ndk-build",829,1063364,registered,user1063364,False,11,0,0,78075058,1709129138,0,2,12
"javascript, django, leaflet",351,11115269,registered,Manish Shah,True,58,1,0,63383355,1709129128,0,5,15
"html, image, next.js, frontend, nextjs-image",1,23496710,registered,Matheus Grieger,False,17,0,0,78074808,1709129120,0,0,2
"nlp, bert-language-model, named-entity-recognition, transformer-model",11,19296809,registered,Alwan Rahmana Subian,False,6,0,0,78075053,1709129099,0,0,2
"python, django",487,9282379,registered,sheel,False,116,0,0,66396607,1709129085,0,3,14
"c#, asp.net, .net, sql",7411,252975,registered,Imran Rizvi,True,3760,4,4,10071551,1709129076,3,10,28
"javascript, html, css",51,23400318,registered,aidanbh16,False,38,0,0,78075022,1709129068,0,0,4
"reactjs, state, single-page-application, openid-connect, mern",813,13909402,registered,crosen9999,True,976,1,3,72819361,1709129054,0,4,12
"android, ios, flutter, in-app-purchase, app-store",1,23453944,registered,Prinal Patel,False,11,0,0,78075050,1709129053,0,0,1
"sql, sql-server, t-sql",185,4012118,registered,Dave123432,True,186,2,0,77922967,1709129036,0,1,9
"docker, hash",91,8512512,registered,AnyGuy,True,141,2,2,72274460,1709129020,0,1,5
"unity-game-engine, vuforia, vuzix",11,23395315,registered,Aidana Smat,True,16,1,1,78071983,1709129006,0,0,1
"linux, interrupt, gpio",1,8353893,registered,pirozy,False,17,0,0,78075037,1709128947,0,0,3
"wso2, wso2-api-manager",1045,447810,registered,zlinks,False,27,1,0,78068551,1709128945,1,9,17
"dns, epp",31,17433086,registered,Olivier OUYA,False,4,0,0,78075034,1709128945,0,0,7
".net, microservices, api-gateway, ocelot",1,21181265,registered,Zachary Pataky,False,10,0,0,78075033,1709128942,0,0,4
"oauth-2.0, amazon-cognito",21771,3227319,registered,Jordi,True,1602,2,1,73374249,1709128941,3,7,17
"spring, spring-boot, oauth-2.0",907,1593058,registered,BUKTOP,True,248,1,1,77023374,1709128941,0,3,12
"c#, docker-compose, azure-file-share",13,23350378,registered,James,False,7,0,1,78075031,1709128922,0,0,2
"oracle, oracle-apex",64,14960904,registered,Shoyo,False,37,1,2,78041939,1709128906,0,0,4
"rust, unit-type",1493,803976,registered,Will,True,24852,4,84,24842271,1709128884,1,5,11
"python, discord, discord.py",66,22676652,registered,zoomingspeed,False,85,0,0,77284453,1709128873,0,0,9
"macos, camera, avfoundation, avcapturesession, continuity",1071,568157,registered,Stefan,False,12,0,0,78046089,1709128862,1,3,15
"javascript, webgl, three.js",2358,1099235,registered,ZedBee,True,2006,2,0,13438804,1709128855,1,6,20
"database, react-native, sqlite, android-sqlite, android-database",11,16920469,registered,Faisal Ahmed,False,11,0,0,78075026,1709128854,0,0,5
"angular, docker, nginx, environment-variables",2372,11281727,registered,PalBo,False,44,0,2,78074570,1709128834,1,4,14
"javascript, reactjs, next.js, react-scroll",155,14424618,registered,Abdus Sattar Nishad,True,3985,2,2,71044267,1709128832,0,1,8
"maui, visual-studio-2022",1,17098501,registered,Ayub Anwar,False,29,1,0,78049783,1709128813,0,0,3
"node.js, mongodb, mongoose",67,3158612,registered,Luis Felipe Londo&#241;o,True,29349,6,5,43356267,1709128770,1,1,8
"svelte, rollupjs",3774,685395,registered,microo8,True,2564,3,6,64931403,1709128768,1,8,18
"firebase, azure, azure-devops, continuous-integration, firebase-cli",19871,397830,registered,J4N,True,1436,2,1,75283226,1709128767,4,10,21
"reactjs, docker, go, cookies, backend",41,21141476,registered,intero,False,22,0,1,78075015,1709128755,0,0,2
"reactjs, azure-web-app-service",45,17726891,registered,Руслан Василев,False,24,0,0,78074538,1709128754,0,0,5
"powershell, visual-studio-code",953,10690950,registered,Larry Cai,True,13626,2,10,73845252,1709128753,1,3,16
"visual-studio, visual-studio-code, ssh, ovh, vscode-remote-ssh",1,23448282,registered,shibz,False,11,0,0,78074970,1709128744,0,0,3
"asp.net-core, entity-framework-core, multi-tenant",51,7903209,registered,pietrobe03,False,19,0,0,78075014,1709128722,0,1,5
"python, wordpress, wordpress-rest-api",23,15455501,registered,Magnus Ohle,False,200,1,1,77310504,1709128721,0,0,3
"reactjs, vite",1,23496770,registered,flowerss96,False,18,0,0,78074649,1709128706,0,0,1
opencsv,1,8417793,registered,Lucian,False,15,0,0,78070453,1709128701,0,0,1
"plsql, printing, oracle-apex",41,18150011,registered,Retal Omar,False,30,1,1,78060292,1709128669,0,0,7
"shell, scripting",139,3782816,registered,user3782816,False,20,0,-1,78074761,1709128659,1,1,8
"python, openai-api, langchain",11,23496527,registered,sirZz,False,11,0,1,78075009,1709128652,0,0,1
"reactjs, vite",1,23496770,registered,flowerss96,False,18,0,0,78074649,1709128706,0,0,1
opencsv,1,8417793,registered,Lucian,False,15,0,0,78070453,1709128701,0,0,1
"plsql, printing, oracle-apex",41,18150011,registered,Retal Omar,False,30,1,1,78060292,1709128669,0,0,7
"shell, scripting",139,3782816,registered,user3782816,False,20,0,-1,78074761,1709128659,1,1,8
"python, openai-api, langchain",11,23496527,registered,sirZz,False,11,0,1,78075009,1709128652,0,0,1
"php, ajax, drupal",308,10567650,registered,bdempe,False,905,1,1,74631214,1709128643,0,2,10
"php, laravel, docker, nginx, cookies",17,7584114,registered,Mohamed Hamidi,False,34,0,0,78075006,1709128639,0,0,8
"java, spring, spring-boot, spring-security, cors",6399,14852784,registered,J. M. Arnold,True,358,1,2,77325532,1709128637,3,12,27
"visual-studio, image-recognition, ml.net, ml.net-model-builder",85,14144125,registered,Agustin Barros,False,8,0,0,78075005,1709128631,1,1,8
"javascript, regex",27982,3198804,registered,Milad,True,26965,4,13,41871841,1709128630,5,11,30
"python, big-o, time-complexity",1567,1342697,registered,Paolo,True,1948,2,1,30989560,1709128622,1,3,9
"celery, plotly-dash",8536,14072498,registered,Roar S.,False,37,0,0,78069877,1709128611,1,9,23
"python-3.x, click, stow",324,6464525,registered,hi im Bacon,False,26,0,0,77930510,1709128600,0,2,11
"linux, bash, time, ntp",29,11271427,registered,Janick.Spielmann,False,21,0,-3,78075001,1709128598,0,0,4
"reactjs, react-redux, material-ui, multi-select",1134,10365411,registered,Hawkzey,True,12406,2,5,62389879,1709128580,1,7,14
"c, g++",109,11817015,registered,Howard,False,742,1,2,61321447,1709128577,0,1,8
android-jetpack-compose,301,20512942,registered,wiiznokes3,False,11,0,1,78074995,1709128561,0,2,8
"python, arrays, sorting",915,4958349,registered,Peter Tsung,True,677,3,0,48605245,1709128561,1,3,10
"python, django, django-allauth",1693,9127165,registered,Sachihiro,True,2312,3,3,69990075,1709128557,1,7,17
"reactjs, ubuntu, next.js, localhost, windows-subsystem-for-linux",15,22041661,registered,Alan DEV,False,14,0,0,78074993,1709128548,0,0,5
"linux, linux-kernel",1,23496734,registered,Sana Ur Rehman,False,13,0,0,78074991,1709128534,0,0,1
