Tag Value,Owner Reputation,Owner User ID,Owner User Type,Owner Display Name,Is Answered,View Count,Answer Count,Score,Question ID,Gold Badges,Silver Badges,Bronze Badges
"langchain, pinecone",1,21911253,registered,Langchain15,TRUE,5691,4,0,76268953,0,1,1
"c#, windows, winapi, microsoft-file-explorer",706,5424516,registered,Jonathan,FALSE,29,0,0,78140905,1,3,20
"matlab, packing, circle-pack",1,22575059,registered,comnetdat,FALSE,15,1,0,78139822,0,0,2
"java, datetime, formatting, java-21",131,8833394,registered,Spencer Shellman,TRUE,1038,2,10,77225936,0,0,3
"ios, swift, objective-c, react-native, appdelegate",13,15304170,registered,Zachary Baker,FALSE,397,1,0,76648688,0,0,3
"google-chrome, selenium-chromedriver, google-chrome-devtools, chrome-for-testing",184,2064640,registered,AMOD MAHAJAN,FALSE,447,1,1,77379852,0,1,9
"r, ggplot2",1,23579534,registered,user23579534,FALSE,16,0,0,78142207,0,0,3
"python, sql, list, for-loop, flask",1,23579852,registered,user23579852,FALSE,22,0,0,78142301,0,0,1
"react-native, stripe-payments",11,17884717,registered,Deland,FALSE,21,1,0,78142166,0,0,2
"node.js, npm, npm-package",13,23058172,registered,Lakshmanan M,FALSE,21,1,0,78105609,0,0,3
"typescript, svelte, sveltekit",2578,9175247,registered,Josip Domazet,TRUE,34,1,0,78129328,2,6,19
"c, parsing, cjson, mcu",1,11772166,registered,Siegen,TRUE,42,2,0,78141232,0,0,1
"python, fastapi, gunicorn, uvicorn",122,7640510,registered,codvlpr,FALSE,27,0,0,78142366,0,0,4
"java, selenium-webdriver, selenium-chromedriver, chrome-for-testing",27,16220550,registered,Kuroosa,FALSE,37,0,0,77143092,0,0,6
"c#, selenium-webdriver, selenium-chromedriver, chrome-for-testing",185,1791180,registered,Majkl,TRUE,2229,3,0,76718561,0,1,7
"kotlin, android-jetpack-compose, android-jetpack-compose-material3",3,23120452,registered,Huggy Dugy,FALSE,12,0,0,78142356,0,0,1
"selenium-webdriver, selenium-chromedriver, chrome-for-testing",1590,3842314,registered,tala9999,FALSE,1468,2,0,76984267,1,4,15
"debian, puppeteer, chrome-for-testing",12041,4070848,registered,drmrbrewer,FALSE,137,0,2,76171938,4,9,22
"macos, bash, command-prompt, ps1",10149,980929,registered,hampusohlsson,TRUE,4992,4,12,18559417,3,11,18
bash,9,23579885,registered,StunnerGunnerSG,TRUE,49,1,-2,78142316,0,0,2
"python, google-chrome, selenium-webdriver, chrome-for-testing",3,22918136,registered,bkoiyean,TRUE,134,1,0,77485241,0,0,2
"python, ui-automation, pywinauto",11,23579948,registered,pmd99,FALSE,13,0,1,78142352,0,0,2
"python-2.7, image-processing, opencv3.0",1866,2445295,registered,user93,TRUE,6195,2,0,28960380,2,5,22
"django, django-models, django-forms, django-templates, django-views",75,4494021,registered,Dwayne Smith,TRUE,340,2,2,50429378,0,1,8
amazon-ecr,15,1418882,registered,richardnpaul,FALSE,5,0,0,78142349,0,0,5
"c#, asp.net, .net, fasttext",9,20947918,registered,alperenaydin,FALSE,20,0,-1,78142127,0,0,4
"reactjs, typescript, styled-components",63,17468312,registered,Gregoire Stevenard,TRUE,9268,7,5,70127482,0,1,5
"triggers, salesforce, backend, apex",3,17205910,registered,Dan Yanuka,TRUE,28,1,0,78132417,0,0,1
"android, flutter, gradle",47,19769763,registered,Leonardo Maito,FALSE,15,0,0,78142345,0,0,5
"ssis, dotnet-httpclient, script-task",17,14384063,registered,Grashalm5020392,FALSE,15,0,0,78142343,0,0,4
"php, laravel",11,12665626,registered,Ekky Zainul Arifin,FALSE,719,1,1,67278152,0,0,3
"c++, file",932,7049669,registered,Michael Grinnell,TRUE,520,2,0,47063096,1,3,14
"django, django-models, django-forms, django-templates, django-views",75,4494021,registered,Dwayne Smith,TRUE,340,2,2,50429378,0,1,8
amazon-ecr,15,1418882,registered,richardnpaul,FALSE,5,0,0,78142349,0,0,5
"c#, asp.net, .net, fasttext",9,20947918,registered,alperenaydin,FALSE,20,0,-1,78142127,0,0,4
"reactjs, typescript, styled-components",63,17468312,registered,Gregoire Stevenard,TRUE,9268,7,5,70127482,0,1,5
"triggers, salesforce, backend, apex",3,17205910,registered,Dan Yanuka,TRUE,28,1,0,78132417,0,0,1
"android, flutter, gradle",47,19769763,registered,Leonardo Maito,FALSE,15,0,0,78142345,0,0,5
"ssis, dotnet-httpclient, script-task",17,14384063,registered,Grashalm5020392,FALSE,15,0,0,78142343,0,0,4
"php, laravel",11,12665626,registered,Ekky Zainul Arifin,FALSE,719,1,1,67278152,0,0,3
"c++, file",932,7049669,registered,Michael Grinnell,TRUE,520,2,0,47063096,1,3,14
"azure-devops, cicd, azure-pipelines-yaml",1,23213563,registered,Rupesh SA,FALSE,62,2,0,78139790,0,0,1
"twitter, twint",1,20237476,registered,Hamza Dh,FALSE,108,0,0,77767926,0,0,2
"maven-3, nexus, sonatype, maven-repository, maven-mirroring",637,11705601,registered,Zach,FALSE,6,0,0,78142231,1,5,21
"paypal, paypal-sandbox",350,3460366,registered,farha,FALSE,12,1,0,78142037,1,2,11
azure-functions,1,23580021,registered,Matheus Braga,FALSE,32,0,0,78142326,0,0,1
"xslt, xslt-2.0, apache-fop",51,13546475,registered,Pooja,TRUE,23,1,0,78141783,0,0,6
camunda,9,4232194,registered,Pabitra Muni,FALSE,8,1,0,78123280,0,0,1
"navigation, blazor, maui",972,2726160,registered,Rob White,FALSE,40,2,0,78136047,1,3,14
"javascript, reactjs, react-query, tanstackreact-query",11,16502314,registered,Mohammad Sayem,FALSE,10,0,0,78142319,0,0,3
"javascript, reactjs, react-query, xstate",503,13457844,registered,Collin Sinclair,FALSE,2635,3,1,73901628,1,2,10
"markdown, github-flavored-markdown",2293,5014859,registered,Shubhanshu Rastogi,FALSE,10577,2,6,59787127,1,5,16
"apache, svn, debian, systemd, lsb",1,5864889,registered,cyadmin,FALSE,8786,2,0,35118773,0,1,2
"android, android-edittext",135,3256822,registered,user3256822,FALSE,9838,1,12,30253695,0,1,6
"php, postgresql, nginx, phppgadmin",37226,903790,registered,doniyor,FALSE,17882,1,2,29185664,9,19,31
webgpu,4181,1513187,registered,Nikola Lukic,FALSE,16,1,0,78141792,3,14,27
"kotlin, android-jetpack-compose, jetpack-compose-accompanist",1239,7399286,registered,Isaak,TRUE,1490,2,4,74392879,1,2,13
"git, intellij-idea",7174,1774037,registered,volume one,TRUE,13,1,0,78140588,2,8,21
"model, jags, rjags",1,23552365,registered,Stacey Cherny,FALSE,8,0,0,78120926,0,0,2
"html, css, position, overflow",26,15970172,registered,mendoza87,FALSE,13,0,0,78142310,0,0,3
"ios, swift, swiftui, mapbox-marker, mapbox-ios",111,2996744,registered,EtherealNP,FALSE,14,0,0,78142309,1,1,9
"javascript, excel, charts, handlebars.js, handlebarshelper",51,19827547,registered,CodeBox,FALSE,15,0,0,78142308,0,0,4
python,55439,18852,registered,Senthil Kumaran,TRUE,42,2,-4,78142183,6,14,28
"symfony, guzzle, psr-7",210,1377048,registered,Jason,FALSE,18,0,0,78142307,0,1,7
"css, laravel, tailwind-css",769,8125857,registered,Thomas Read,TRUE,112391,21,49,69981112,1,3,11
"yaml, swagger, documentation",609,17171424,registered,neil,FALSE,25,0,-1,78128105,1,5,13
"python, python-3.x, numpy, python-2.7",67,19935779,registered,learning statistics ,TRUE,58,2,1,78139304,0,0,5
"android-source, lineageos, custom-rom",31,20546024,registered,Sanjay Pasi,FALSE,2710,2,3,74499619,0,1,2
"firebase, google-cloud-firestore",23296,3040446,registered,Ted,TRUE,54457,14,62,46640981,3,12,31
"node.js, express, nodemon",9410,619177,registered,sigil,FALSE,359,3,0,67992086,3,8,23
"git, version-control, git-commit, undo",49217,89904,registered,Hamza Yerlikaya,TRUE,13852295,106,26257,927358,6,11,21
"python-3.x, python-asyncio",1009,1617548,registered,vin,TRUE,42,1,0,78140200,1,3,15
"image-processing, cuda, sobel",35,14477171,registered,ahahahahana,FALSE,26,0,0,78142175,0,1,3
"vba, charts, ms-word",31,23566789,registered,East Anglian Sailing Trust,TRUE,31,1,2,78132962,0,0,4
"grammar, context-free-grammar, parse-tree",31,12539342,registered,JU-SethY,TRUE,743,2,0,66978901,0,1,6
"facebook, post, charts",11,21278914,registered,Yashpal Rathore,FALSE,10,0,0,78140526,0,0,2
"node.js, mongodb, mongodb-query",2605,6368005,registered,Mystical,TRUE,29,1,1,78137915,2,9,23
"javascript, reactjs, next.js",17,21209760,registered,Andrian ,FALSE,30,0,0,78141547,0,0,7
"javascript, payment-gateway, mastercard",53,14848588,registered,Galaxylokka,FALSE,15,0,0,78142243,0,0,6
"curl, postman",101,2573197,registered,uchi,FALSE,8,0,0,78141640,0,0,9
"json, supabase, supabase-database",1,23578694,registered,Caio Cezar,FALSE,18,0,0,78141691,0,0,2
"java, arrays, assert, rest-assured, hamcrest",1,14299121,registered,Sunbro _,FALSE,7,0,0,78142295,0,1,2
"html, header, semantics",43351,1444475,registered,matt,TRUE,98042,6,104,4837269,3,5,13
"c#, git, visual-studio, github, azure-functions",15,17164750,registered,Tyler Mason,FALSE,34,0,0,78142293,0,0,4
"json, powerbi, powerquery",13,23578460,registered,Bruno Andrade,TRUE,23,1,1,78142029,0,0,2
"vba, excel, directory, excel-2010",1280,2132230,registered,Sanya,TRUE,177092,3,19,17426704,1,3,16
"symbolic-math, symbolic-references",35,15398615,registered,mrW,FALSE,8,0,0,78142289,0,0,4
"javascript, python, encryption, aes, cryptojs",1645,5774070,registered,Vishal Kharde,TRUE,40,1,0,78141573,1,6,20
"binary, bin, colmap",51,18636611,registered,JohannesDev,FALSE,4,0,0,78142287,0,0,5
"c#, tcp, streamreader, named-pipes, streamwriter",985,2589506,registered,Zoop,FALSE,8,0,0,78142031,1,2,14
"node.js, encryption, cryptography, rsa, subtlecrypto",3,6576416,registered,Mike,FALSE,28,1,0,78138707,0,0,2
"algorand, tealscript",3238,2718289,registered,Scholtz,TRUE,26,1,0,78094133,2,7,15
"visual-studio, selenium, tfs, microsoft-test-manager",555,2831390,registered,Varun Bajpai,TRUE,7101,3,2,19096271,0,2,13
"next.js, cookies, fastapi",15,13905505,registered,Fielding,FALSE,12,0,0,78142264,0,0,4
"python, serial-port, pyserial",211,6119575,registered,Liam Clink,FALSE,18,0,0,78141495,0,2,11
microsoft-fabric,3,23527784,registered,cdj_unitit,TRUE,64,1,0,78101315,0,0,1
"matlab, relu",49,12203794,registered,confused,TRUE,13,1,1,78142199,0,0,4
"java, pdf, itext, digital-signature, itext7",355,3564125,registered,aaa111,FALSE,39,0,0,78133964,0,3,10
"git, tags, git-log, git-tag",7011,454094,registered,lime,TRUE,121,2,0,26378594,3,9,24
"rust, dioxus",10527,1057052,registered,Jose A,TRUE,680,2,1,74887405,5,13,21
"javascript, arrays",8415,524723,registered,Mohan Ram,TRUE,167873,16,133,4644139,2,9,24
"ios, ipad, avfoundation, qr-code",505,3712954,registered,jacorl,FALSE,621,0,1,78128010,0,3,10
"ubuntu, visual-studio-code",45,12925873,registered,Chou Chen,TRUE,11485,4,1,66583287,1,1,6
"python, python-3.x, pandas",343,6145729,registered,Lee Murray,TRUE,20,1,-1,78142190,1,2,10
"django, django-views",1,23576652,registered,Atharva Jadhav,FALSE,23,0,-1,78140095,0,0,1
"google-cloud-vertex-ai, google-gemini",11,5342889,registered,CookieMan,FALSE,9,0,0,78142050,0,0,3
"python, pandas",446,2812625,registered,Tinkinc,FALSE,36,1,-1,78141847,1,2,12
"c++, linux, bash, terminal, vt100",12997,607846,registered,Baz,TRUE,34090,5,5,14975661,2,6,21
"apache, openshift",23,17933387,registered,CraigW,FALSE,7,0,0,78142268,0,0,4
"google-cloud-platform, google-bigquery, google-cloud-run",950,518191,registered,orbiteleven,TRUE,6378,2,0,74529973,1,4,15
quartus,1741,16305340,registered,abdo Salm,TRUE,688,2,0,70493209,4,9,20
"javascript, google-chrome, geolocation, web-bluetooth",35,12936626,registered,Kuei,FALSE,18,0,0,78142222,0,1,6
"flutter, permissions, xlsx, filepicker, android-13",23,14876383,registered,Mohsin Patel,FALSE,68,0,0,77695936,0,0,5
"wordpress, restore",371,2501971,registered,jmann,FALSE,19,1,-2,78135400,1,2,11
"r, raster, terra",11,23579641,registered,andrea,FALSE,39,0,0,78142254,0,0,2
"python, matplotlib, seaborn, visualization, heatmap",73,9318142,registered,BathtubBear,TRUE,34,2,1,78141472,0,0,5
web,11,14938636,registered,PuzzleHead,FALSE,11,0,-1,78142251,0,0,2
autodesk-forge,55,269365,registered,piede,FALSE,17,1,0,78125963,0,1,6
"javascript, oop, typescript, ecmascript-6",522,3842411,registered,dakolech,FALSE,4199,1,4,36764926,0,3,13
"excel, vba, powerquery, slicers",1,23293106,registered,Kully,FALSE,35,1,-1,78103103,0,0,2
"matrix, julia",1854,10094437,registered,JKHA,TRUE,3069,2,3,56773784,0,6,17
"javascript, python, html, flask",9,15345235,registered,GoldenK,FALSE,24,0,-2,78141768,0,0,3
autodesk-forge,55,269365,registered,piede,FALSE,17,1,0,78125963,0,1,6
"javascript, oop, typescript, ecmascript-6",522,3842411,registered,dakolech,FALSE,4199,1,4,36764926,0,3,13
"excel, vba, powerquery, slicers",1,23293106,registered,Kully,FALSE,35,1,-1,78103103,0,0,2
"matrix, julia",1854,10094437,registered,JKHA,TRUE,3069,2,3,56773784,0,6,17
"javascript, python, html, flask",9,15345235,registered,GoldenK,FALSE,24,0,-2,78141768,0,0,3
"c, memory, cpu-architecture, intel",1375,20460267,registered,Simon Goater,FALSE,43,0,2,78132330,1,2,10
"java, nginx, grpc, grpc-java, grpc-web",61,18041255,registered,JustAnotherDev,FALSE,9,0,0,78142244,0,0,9
"debugging, logging, maya",97,3001701,registered,Goffer,FALSE,8,0,0,78142240,0,1,7
"centos, centos7",21,5880767,registered,Luis Arce,FALSE,13,0,0,78142237,0,0,4
"html, css, asp.net",2152,624292,registered,M_Idrees,TRUE,5149,3,3,52516820,1,4,16
"reactjs, tailwind-css, uuid, react-key-index",13,9267335,registered,Nayeem Hasan,TRUE,345,3,-1,72156521,0,0,2
"c, multithreading, operating-system, riscv, xv6",113,3967992,registered,Chunhao,TRUE,55,1,1,78141535,0,1,8
"sql, amazon-web-services, amazon-athena",131,10470847,registered,DavidWebb,FALSE,10,0,0,78142233,0,1,5
"python, git, gitlab, gitlab-api, python-gitlab",93,13590692,registered,AnnemarieWittig,FALSE,18,0,0,78142030,0,0,7
"blazor, blazor-webassembly, fluent-ui, fast-blazor",31,21418549,registered,star akvo,TRUE,481,1,3,75766086,0,0,1
"json, jsonschema, python-jsonschema",967,2435911,registered,harsh,TRUE,22,1,0,78141970,1,4,15
"excel, vba, hyperlink",1,21268851,registered,Fliteman,FALSE,23,0,0,78142219,0,0,1
"azure, email, azure-eventgrid, custom-events, azure-communication-services",3,2630279,registered,Karan Nanda,FALSE,49,1,0,78122358,0,0,5
"c, clang, llvm",13,15845407,registered,Melvin Babel,TRUE,31,1,0,78120226,0,0,1
"r, htmlwidgets, crosstalk",2957,12347708,registered,Jakub.Novotny,TRUE,686,2,1,72518382,2,4,20
"json, dart, orm, backend",1,8446625,registered,Rovshik,FALSE,10,0,0,78142133,0,0,1
"r, dataframe",15,10767475,registered,Steve S,FALSE,11,0,0,78142213,0,0,4
"jmeter, performance-testing, load-testing, loadrunner, jmeter-5.0",37,9138415,registered,Sri Ganesh,TRUE,29,2,0,78065323,0,1,6
"python, pyaudio, loopback, portaudio, pulseaudio",327,18494333,registered,MillerTime,FALSE,7,0,0,78142209,0,3,12
"android, google-play, google-play-console, android-app-signing",31,6176300,registered,Yiannis Spyridakis,FALSE,22,0,0,78142208,0,1,1
"javascript, post, request, playwright",445,10860566,registered,Isen,TRUE,27495,3,5,62294539,1,2,9
"c++, c++20, variadic-templates, stdformat",173,2141306,registered,Jahrenski,TRUE,42,1,0,78141936,0,4,15
amazon-cognito,10863,457392,registered,Andy,TRUE,10,1,0,78141752,4,10,18
"python, react-native, opencv",1,23263961,registered,ACHINTYA GUPTA,FALSE,11,0,0,78142202,0,0,1
"python, date, matplotlib, charts",1,13521660,registered,Andrius,FALSE,15,0,0,78142065,0,0,1
"c#, wcf, menu",11,11401813,registered,Ariel Gallardo,FALSE,16,0,1,78142201,0,0,1
"vulkan, depth-buffer, stencil-buffer, depth-testing",287,4691606,registered,sgfw,TRUE,29,1,0,78135951,0,2,14
"javascript, pagespeed, astrojs, image-optimization",38,23351566,registered,Daniell,TRUE,84,1,1,77944059,0,0,4
astrojs,1,23254907,registered,user23254907,FALSE,71,0,0,77942648,0,0,1
"python, gdown",51,18280647,registered,Udita Kausakhi,TRUE,2906,5,4,77798990,0,1,3
"javascript, astrojs",2202,1215031,registered,Moonwalker,TRUE,44,1,0,77940113,1,8,16
"yaml, config, blogs, astrojs, decap-cms",1,18093339,registered,Kartik Mandar,FALSE,53,1,0,77936468,0,0,2
"python, tensorflow, machine-learning, keras, deep-learning",105,5372122,registered,Javier Romero.,FALSE,16,0,0,78141978,0,1,11
astrojs,1,23254907,registered,user23254907,FALSE,49,1,0,77933128,0,0,1
"ios, flutter, firebase, firebase-cloud-messaging",342,12109162,registered,Lea Gonz&#225;lez Cuello,FALSE,25,1,0,78081453,0,3,12
"json, powershell, object-graph",23,23270193,registered,piou,TRUE,61,2,2,77847823,0,0,3
"java, html, css, wordpress, slider",1,23579279,registered,Kronos1,FALSE,19,0,0,78142196,0,0,1
"azure-data-lake, dbeaver, azure-data-lake-gen2, duckdb",33,9080014,registered,marko0o,FALSE,318,1,1,77532136,0,0,6
"ruby-on-rails, ruby, activerecord, ruby-on-rails-5",97,2062731,registered,Jess The Witch,FALSE,37,0,0,78142193,0,1,7
r,11,23537091,registered,rakfn,FALSE,30,2,0,78141658,0,0,1
"mysql, foreign-keys",11,1568244,registered,Booji Boy,FALSE,39,1,-2,78140046,0,0,4
"sql, ms-access",1,13073438,registered,palzyp,FALSE,23,0,0,78140903,0,0,1
"azure-maps, azuremapscontrol",30383,509627,registered,David Thielen,FALSE,14,1,0,78137768,5,10,25
django,2541,1961574,registered,bluppfisk,FALSE,11,0,0,78142186,1,8,22
"asp.net-mvc, security, session-cookies, cookie-authentication",575,1100040,registered,Matt Skeldon,FALSE,12,0,0,78142184,0,4,15
"java, json, spring, spring-boot, serialization",1,14197562,registered,Panajot,FALSE,30,0,0,78142002,0,0,1
"rust, rust-polars",4146,1749551,registered,Nick K9,FALSE,29,0,0,78142032,1,11,25
"laravel, laravel-10",13,9834683,registered,AugustoM,FALSE,242,1,0,76770496,0,0,3
"angular, typescript, ngx-translate",61,8797267,registered,Haf_Elm,FALSE,7026,6,6,46816667,0,1,3
"c#, asp.net, .net, authentication, cookies",1,22923926,registered,Jamie Stone,FALSE,34,0,0,78133940,0,0,1
"reactjs, asynchronous, async-await",3,23074408,registered,ambiasm,TRUE,24,1,0,78142162,0,0,2
"java, eclipse, maven",100,995016,registered,JDaniel,FALSE,26,0,0,78140548,0,1,6
gleam,1226,4534466,registered,Jo&#227;o Areias,TRUE,27,1,1,78135874,0,2,21
"html, css, flexbox, pseudo-element",17,8334019,registered,LZonatto,TRUE,48,1,0,78141907,0,0,5
"excel, vba, copy-paste",3,23577775,registered,Sam,TRUE,58,2,0,78141063,0,0,2
"windows, c++17",1,21396316,registered,CliffKai,FALSE,34,0,0,78139871,0,0,1
"java, mysql, spring-boot, spring-data-jpa, spring-data",9497,5321614,registered,Prafulla Kumar Sahu,TRUE,77,2,1,78121796,6,16,38
"spring-boot, rest, post, playwright",30,715945,registered,Raj,FALSE,18,0,0,78142024,0,1,3
"android, macos",1997,195539,registered,Mark M,TRUE,1458,1,0,27789176,1,5,14
"java, logback, mdc, virtual-threads, project-loom",8206,362531,registered,adamw,FALSE,27,0,-1,78142173,3,9,21
"javascript, jquery, image, jquery-mobile, mobile",533,2932541,registered,Fortune,TRUE,32546,2,15,28942549,1,2,15
"c#, wcf, dotnet-httpclient",11,23577633,registered,M.Pievani,FALSE,35,2,1,78140917,0,0,1
"php, composer-php",690,4623578,registered,Kyrre,TRUE,25264,4,0,38989893,1,3,14
"c#, .net-core, xunit, seq, serilog",11675,1698987,registered,Noctis,TRUE,1851,2,4,46260308,3,18,33
"html, go",1118,2737876,registered,user2737876,TRUE,89234,5,41,30109061,1,4,11
"javascript, reactjs, arrays, react-hooks, react-router-dom",15,22706222,registered,ang.jr57,TRUE,42,2,1,78129970,0,0,5
"python, mongodb, pymongo",3,23093877,registered,Zessshi,TRUE,29,1,0,78141945,0,0,2
"c++, sigabrt",4687,81926,registered,Shree,TRUE,616310,14,292,3413166,3,8,19
"r, dplyr, tidyverse, lubridate, rolling-computation",61,13358076,registered,mchen,FALSE,44,2,0,78022655,0,0,2
antlr,421,2675104,registered,AC25,FALSE,17,0,-1,78142151,1,2,10
"next.js, babeljs, swc-compiler",1098,9773662,registered,Ekama Emmanuel Uloho,TRUE,117250,28,63,69816589,1,4,14
"oop, design-patterns, circular-dependency",277,95600,registered,zaphnat,TRUE,23164,4,18,1962283,1,2,6
"wpf, xaml",11,8705067,registered,dhaval,FALSE,152,0,1,46515612,0,0,3
"react-native, monorepo, pnpm",123,5999256,registered,Petr Šp&#225;c,TRUE,5721,4,4,73992447,0,2,9
"c#, mvvm, prism",11,16984287,registered,Dejan Batljan,TRUE,68,1,1,69316370,0,0,2
swiftui,3,23411601,registered,Zajebany Sifl,FALSE,76,1,0,78139740,0,0,2
"javascript, html, css, function, debugging",1,23334704,registered,ThoughtWolf,TRUE,78,2,0,77951539,0,0,3
"java, spring, spring-boot, spring-scheduled",6440,7836976,registered,runnerpaul,TRUE,21,1,0,78141913,2,9,25
"android, frida",9048,1914781,registered,lucky1928,FALSE,16,0,0,78141442,5,12,21
"android, android-studio",6033,1494902,registered,Piotr Aleksander Chmielowski,FALSE,21,0,-1,78142145,3,10,21
"jenkins, groovy, devops, jenkins-plugins, jenkins-job-dsl",3,22108041,registered,Julian52575,FALSE,18,0,0,78142143,0,0,4
"python, selenium-webdriver, selenium-chromedriver, pytest",1,18345992,registered,לירן ייני,FALSE,25,0,0,78139355,0,0,3
"c#, apache-kafka, kafka-consumer-api, confluent-kafka-dotnet",6617,694716,registered,barteloma,FALSE,22,0,0,78141476,2,3,16
"docker, networking, gitlab",1,23556131,registered,joltam,FALSE,15,0,-1,78124530,0,0,1
"axios, http-status-code-404, bad-request",11,3345883,registered,user3345883,FALSE,7,0,0,78142140,0,0,3
"ios, swift, avfoundation, avaudioengine, avaudioplayernode",741,3245780,registered,jims1103,FALSE,14,0,0,78142138,0,3,8
"node.js, sql-server, nestjs, typeorm, localdb",2243,2672014,registered,Yeasin Abedin,FALSE,32,1,-1,78133090,1,4,15
"docker, networking, gitlab",1,23556131,registered,joltam,FALSE,15,0,-1,78124530,0,0,1
"axios, http-status-code-404, bad-request",11,3345883,registered,user3345883,FALSE,7,0,0,78142140,0,0,3
"ios, swift, avfoundation, avaudioengine, avaudioplayernode",741,3245780,registered,jims1103,FALSE,14,0,0,78142138,0,3,8
"node.js, sql-server, nestjs, typeorm, localdb",2243,2672014,registered,Yeasin Abedin,FALSE,32,1,-1,78133090,1,4,15
"c#, asp.net-core",8797,1076786,registered,Eli Algranti,TRUE,26061,4,34,49932596,2,12,21
"node.js, ssl, ssl-certificate",75,22027665,registered,Vishnu priya,TRUE,39,1,1,78133116,0,0,6
"php, symfony, bootstrap-5, webpack-encore",43,23125990,registered,Damien D&#39;ARRAS,TRUE,3066,3,4,77684268,0,1,6
"typescript, token, solana",19,20476037,registered,Fabian,FALSE,10,0,1,78142131,0,0,3
"object-detection, yolov8",11,20078932,registered,MuradSan,FALSE,9,0,0,78142130,0,1,2
"python, json, python-3.x, fastapi, backslash",4190,163567,registered,Williams,TRUE,1413,2,0,72245263,1,10,23
"shopware, shopware6",1267,962814,registered,Matheus Gontijo,TRUE,246,1,1,76166378,1,4,17
"github, environment-variables, github-actions",2562,7991096,registered,HRK44,TRUE,118879,15,121,60176044,2,6,21
"android, accessibility, talkback",65,1613630,registered,Satty,FALSE,18,0,0,78134632,0,1,7
"rest, soap, shipping-method, ups-api",11,5899507,registered,Suffer,FALSE,144,1,0,76922962,0,1,6
"react-native, animation",367,9461258,registered,askemeline,TRUE,20616,6,5,55339044,1,3,12
"java, jmx, activemq-artemis",37,21680529,registered,Vanish,TRUE,93,1,1,76058228,0,0,5
"python, asynchronous",4826,694162,registered,sauerburger,TRUE,41,1,1,78140395,4,11,22
c#,1,22007456,registered,Donald,FALSE,21,0,0,78142106,0,0,3
"wordpress, plugins, elementor",1,23463461,registered,Fangles,FALSE,8,0,0,78142121,0,0,1
"python, docker, docker-compose, python-logging, dockerpy",2024,11037602,registered,Justcurious,FALSE,33,0,2,78138125,2,4,13
"ios, xcode, flutter, cocoapods",991,6124737,registered,Samarth Shah,TRUE,63735,8,86,67443265,1,4,7
"spring-boot, testing, liquibase",404,2120275,registered,Ian,FALSE,5,0,0,78142119,1,2,15
"java, jmx, activemq-artemis",37,21680529,registered,Vanish,TRUE,179,1,0,76053674,0,0,5
"ios, xcode, macos, capacitor, visionos",37,20256114,registered,frontend-ux-ui,FALSE,20,0,-2,78142117,0,0,4
"android, react-native",1077,7344314,registered,henhen,FALSE,22,0,1,78112342,1,4,15
"r, performance, xgboost, hyperparameters",11,21116040,registered,owl_sleeps_at_night,FALSE,13,0,-1,78142114,0,0,2
"r, raster, terra, elevation",15,20638346,registered,Francis van Oordt,FALSE,71,1,0,78116098,0,0,8
"python, c++, jupyter-notebook, google-colaboratory",1,23304329,registered,op1,FALSE,24,0,-3,78142111,0,0,3
rust,5354,3177701,registered,Rufus,TRUE,36,1,-1,78142056,3,7,21
"sql, sql-server, sql-server-2008, pivot",4983,2218311,registered,tbag,TRUE,1437277,5,494,15745042,3,4,7
"python, user-interface, backend, textual",1,23579452,registered,user23579452,FALSE,15,0,0,78142103,0,0,1
"reactjs, typescript, react-hooks, react-router, react-router-dom",151,21766086,registered,lrr59,TRUE,34,1,1,78139093,0,0,5
"android, kotlin, debugging, usb-debugging",1,18217972,registered,baretd,FALSE,14,0,0,78142104,0,0,1
"port, sharpsvn",1,11717250,registered,Emile,TRUE,19,1,0,78126045,0,0,1
"postgresql, lateral-join",177,4170408,registered,Leehan,TRUE,32,1,1,78140606,0,1,9
"angular, primeng",816,760952,registered,Sebastian,TRUE,1520,2,2,72980522,1,4,14
"python, windows, powershell, hosts, hosts-file",11,23579278,registered,Desenvolvimento spr,FALSE,33,1,1,78142017,0,0,3
"wordpress, wordpress-theming",23,18780085,registered,Ajeje,FALSE,9,0,0,78142097,0,0,4
"css, shadow-dom",556,1528347,registered,Fla,TRUE,37,1,1,78141499,0,3,14
"java, postgresql, vue.js, synchronization, offline",397,1291115,registered,Sajeev,FALSE,18,0,-2,78142096,1,3,12
"java, eclipse-rcp, e4",3802,2934534,registered,Michael,TRUE,7331,3,4,54783595,2,5,19
"java, arraylist, android-recyclerview, android-volley, android-arrayadapter",1,23577696,registered,user23577696,FALSE,6,0,0,78142095,0,0,1
"flutter, http, get, data-modeling, flutter-futurebuilder",21,15129394,registered,Vishnu Kumar,FALSE,30,3,0,78140312,0,0,4
"latex, jsonparser",36,3926188,registered,cuongnguyenmr,FALSE,6,0,0,78142092,0,0,6
"python, file",1,22930388,registered,שילה ברחד,FALSE,50,1,-3,78133362,0,0,1
"javascript, d3.js",527,3042115,registered,Benjamin Schlegel,TRUE,15,1,0,78141709,0,3,10
"git, git-clone",2289,2433774,registered,iamthedrake,FALSE,14,0,0,78142090,1,7,13
"kubernetes, kubernetes-helm, helmfile",693,6572074,registered,Chandra Sekar,FALSE,13,0,0,78141203,0,2,8
"time, type-conversion, snowflake-cloud-data-platform",71,3132862,registered,ipeoples,FALSE,23,0,0,78142085,0,1,6
